timestamp;virtual_imu_accelerometer_x;virtual_imu_accelerometer_y;virtual_imu_accelerometer_z
1743584728.24128;-0.02965281372144157;1.0849388430501282e-05;-0.002986064879457683
1743584728.2440598;1.0655270723693095;-0.0006528512261225239;0.21519528583741224
1743584728.436635;0.014208064285197759;5.5892009184265174e-06;-0.00014430282531500174
1743584728.6084497;-2.3611227961871024e-05;5.8690634752815385e-06;6.574520329447842e-07
1743584728.8231413;-6.350121687011448e-07;-1.4621323927640533e-06;4.270458544301387e-06
1743584729.007248;1.2304431041624327e-06;-7.083633537187707e-06;-3.1225172997912545e-06
1743584729.1733396;-1.516762949753823e-06;-2.924871707458977e-07;1.863590251781218e-06
1743584729.3380523;-6.053552410130013e-07;-9.413745779176018e-08;8.265600879170211e-07
1743584729.5041072;-1.135496231972726e-07;-8.110863974324434e-08;5.466329393824534e-07
1743584729.6845417;1.9277971249714163e-07;-3.530956738779851e-08;3.7271442766944166e-07
1743584729.8628094;4.0784438536397514e-07;-8.219733583848874e-08;3.4757127313146147e-07
1743584730.0340981;7.430477638329758e-07;-5.1097309896616185e-08;2.6657438510509795e-07
1743584730.2129204;7.38495951252735e-07;2.2038979751528676e-07;-2.5265248455967754e-07
1743584730.377406;-2.2741659290120045e-07;1.3643992211886493e-07;-3.426378854523888e-07
1743584730.5436141;-2.3415667268665946e-07;5.332764846275679e-09;3.6942756919667436e-08
1743584730.7113965;-2.615674176163376e-07;3.532005904852333e-07;-4.3759666530835454e-07
1743584730.878545;-1.0997812362764136e-05;2.637258837136195e-05;-3.2429183434523516e-05
1743584731.0561807;2.2861360749693156e-05;-2.6351150440337202e-05;4.2845082962673414e-05
1743584731.2315607;1.634350688239575e-06;-7.196756267573058e-07;5.258519289502167e-07
1743584731.4031024;5.115087268615944e-06;-5.482929463815939e-07;-3.8332992634224724e-07
1743584731.5780663;6.345479017903978e-06;-2.198121109599646e-07;-4.339329054067459e-07
1743584731.7724133;5.779512105291821e-06;-1.5244845283293055e-07;-3.639650303749452e-07
1743584731.9607906;5.097708841049081e-06;-1.1955349771885022e-07;-3.1521315061452406e-07
1743584732.1525958;4.6516367499043075e-06;-9.451964921251996e-08;-2.904450099946132e-07
1743584732.3346608;4.285052980110208e-06;-7.536868774697425e-08;-2.708289739302036e-07
1743584732.5264578;3.893651299143618e-06;-5.814628622734794e-08;-2.511226709370311e-07
1743584732.7184768;6.2558831221711795e-06;7.177638628698136e-07;-2.8875395738457596e-06
1743584733.0720203;3.0230899463697316e-06;-1.4328647275010916e-07;1.6564831613203532e-07
1743584733.074648;-3.687445017406684e-11;1.8514339869878183e-12;-3.5376804395571665e-13
1743584733.2607918;1.1667356743485335e-06;-5.814822141528571e-06;-1.2000827857971408e-05
