timestamp;robot_imu_accelerometer;robot_imu_gyroscope;robot_linear_velocity;robot_angular_velocity;battery_percentage
1743584674;0,152630|-0,149638|10,041881;-0,000399|-0,000932|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584674;0,153827|-0,134075|10,030508;0,000000|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,149638|-0,138265|10,038888;0,000000|0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,157419|-0,136469|10,034698;0,000799|0,000932|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,149039|-0,134075|10,041881;0,000000|-0,000533|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,153229|-0,141856|10,027515;-0,000399|0,000533|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,159214|-0,134075|10,046070;0,001065|0,000399|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,154426|-0,136469|10,046070;-0,000266|0,000000|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,158616|-0,132878|10,043077;0,001332|0,001465|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,146645|-0,137667|10,029909;0,000399|-0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,152630|-0,131681|10,044274;0,000133|0,000133|0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584675;0,152630|-0,135272|10,020332;-0,000666|0,000133|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,155025|-0,133477|10,034698;-0,000266|0,000000|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,161609|-0,137068|10,025121;0,000533|-0,001332|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,153229|-0,128688|10,031106;0,000266|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,160412|-0,132280|10,031106;-0,000399|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,150835|-0,133477|10,042479;0,000399|0,000000|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,159813|-0,138864|10,030508;0,000399|-0,000932|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,158017|-0,137068|10,029909;0,000133|0,000266|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,161609|-0,138864|10,039486;0,000799|0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,153827|-0,146645|10,026917;-0,000266|-0,000799|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584676;0,144849|-0,122703|10,036493;-0,000133|0,000266|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,155623|-0,119710|10,043077;-0,000533|-0,000533|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,148441|-0,137068|10,032304;0,000000|-0,000133|0,000133;0,114025|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,151433|-0,132280|10,044873;-0,000799|-0,000533|0,000533;0,189448|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,149638|0,302268|10,003573;0,005593|0,000666|0,006924;0,189448|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,153827|0,108338|10,058640;-0,002530|0,001065|-0,003862;0,177844|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,135871|-0,052672|10,032902;0,001198|-0,001465|-0,013316;0,160439|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,141258|0,164003|10,025720;0,003595|-0,001731|-0,016378;0,143034|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,151433|0,184354|10,038289;0,000533|-0,000666|-0,007324;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,162207|0,120309|10,044274;-0,001065|-0,001198|0,004927;0,143034|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584677;0,121506|-0,153827|10,056844;-0,000533|-0,000666|0,000133;0,143034|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584678;0,110133|-0,273538|9,988010;0,001198|0,004261|-0,035420;0,137232|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584678;0,190339|-0,086191|9,998785;-0,001598|0,000000|0,015313;0,137232|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
