timestamp;virtual_imu_accelerometer_x;virtual_imu_accelerometer_y;virtual_imu_accelerometer_z
1743584395.192574;-0.04730242458461931;-2.1120517147746885e-05;-0.004702260264645935
1743584395.19539;1.903148982395805;-0.0028948253235421117;0.33981956934702534
1743584395.3899162;0.020913340176705136;7.404069527959483e-05;-0.000122746486474382
1743584395.5591562;-3.069199772572806e-05;1.182743215030576e-05;-1.226121517896653e-05
1743584395.7796626;-4.571880568396929e-05;-4.680015093716497e-06;4.603624208945419e-06
1743584395.9469721;-1.5915901000157785e-06;-2.0255492491451202e-08;-1.0209297622308112e-06
1743584396.111134;-1.6266109038969436e-06;-1.3742885423925153e-05;-2.405763455064813e-06
1743584396.2746956;-9.672181296244088e-07;-1.4646217958003018e-07;1.065712026200332e-06
1743584396.4394388;-3.271121699996827e-07;-9.104556840263265e-08;6.950419217312728e-07
1743584396.6063175;8.703703813775643e-08;-4.435183101708518e-08;4.548978737245039e-07
1743584396.7762647;1.1052245967308159e-07;5.468343526771757e-07;-6.09135563293536e-07
1743584396.9764855;-4.344818260995252e-06;-4.6296494864661687e-07;9.236398380529522e-06
1743584397.149332;1.860494523523752e-05;-9.779199047630346e-07;1.7262993009379733e-06
1743584397.31272;1.3512013595169834e-06;-3.762473151317797e-07;6.317014013567374e-07
1743584397.4792364;3.946078870014538e-06;-6.754259917715573e-07;-3.13973888315776e-07
1743584397.6456327;6.172605518916608e-06;-2.4259991959360555e-07;-3.973738630724169e-07
1743584397.812649;5.555511857049442e-06;-1.6360333102072104e-07;-3.559861643266007e-07
1743584397.9779775;5.062171950252753e-06;-1.3005414195127948e-07;-3.066116213139836e-07
1743584398.1448102;4.537925328247574e-06;-1.0935011142152177e-07;-2.708806668169856e-07
1743584398.3165889;4.166953554530649e-06;-8.854854316548479e-08;-2.514719832079531e-07
1743584398.5055623;3.8953392409594756e-06;-7.46053728401373e-08;-2.40248522653867e-07
1743584398.687442;3.4730796607874295e-06;-5.868777864559841e-08;-2.1771538876642333e-07
1743584398.8676364;6.163277016363296e-06;7.254290212515064e-07;-2.939035023260987e-06
1743584399.0543141;3.1801607662488886e-06;-7.2916969671549415e-06;-1.544149332699149e-05
1743584399.2326796;-9.016204744567256e-07;2.613705859912831e-05;5.405534221151526e-05
1743584399.4070356;4.38841984565019e-06;1.716481275159992e-05;3.455136640845146e-05
1743584399.5952058;6.687482114494824e-06;1.3305302662337203e-05;2.6616053037262784e-05
1743584399.772623;-6.727511708386377e-05;-0.00010124764375013548;-0.0002121089182690432
1743584399.961523;-1.1299962195083309e-05;-8.370458020469131e-06;-1.866828254693841e-05
