timestamp;virtual_imu_accelerometer_x;virtual_imu_accelerometer_y;virtual_imu_accelerometer_z
1743069028.9974222;0.12371979235498881;-2.0485294040085457e-05;-0.012101508723839308
1743069029.0001578;-1.7228830702711394e-07;2.3555301096081774e-11;1.0927928070258894e-08
1743069029.1860013;-0.10399614182452109;2.6732802876566423e-05;0.010181971058340514
1743069029.350765;-4.58503406920295e-06;-1.029630420169665e-06;-1.1411283267126391e-06
1743069029.567007;-5.757130307590276e-06;-9.99739815133752e-07;-6.282647820847744e-07
1743069029.7288396;-4.692799643215338e-06;-8.932171640712419e-07;-5.711026868559372e-07
1743069029.8849387;-3.816524084134209e-06;-8.026025529425744e-07;-5.340933797667275e-07
1743069030.050011;-5.3635159922899024e-05;-1.6067128700747133e-06;3.4198831775337756e-07
1743069030.2144384;0.00011192973394511171;0.0001844693463493784;0.00040207216107262714
1743069030.38152;-1.1892811059387812e-05;-2.6708202073882254e-05;-5.7730589821758564e-05
1743069030.5486286;6.289221633818518e-05;8.020729204784827e-06;5.577627597540181e-05
1743069030.7149355;7.775686419128617e-06;2.6437126615369696e-06;-8.838934173572168e-06
1743069030.9017375;-0.00026621165536969555;-0.0003241402793729987;-0.0007532956303891847
1743069031.0642517;0.00031042179195117143;0.00036925864485534595;0.0008587117567364184
1743069031.230007;-2.1890991302433632e-05;-2.410288886926477e-05;-5.335279664760425e-05
1743069031.402469;-0.00021662164468279333;-0.0002673235082223148;-0.0006286543726044173
1743069031.570297;4.0623154196285406e-05;3.9733563876278366e-05;8.53270804187329e-05
1743069031.7382767;9.35845748531298e-05;0.00012670948303466882;0.00031016027975077574
1743069031.9056602;-1.9220535641793865e-05;-3.258262556378035e-05;-8.03438754294779e-05
1743069032.074945;1.1689298777079218e-06;1.6054118173921217e-07;-2.3949580968728303e-08
1743069032.2460227;1.7242037780695915e-06;-1.4234356309927948e-07;1.1463000560000702e-07
1743069032.419778;-0.00020437951807072082;-0.0002469666905207194;-0.0005656757982971967
1743069032.5940363;-3.2813307606711295e-05;-3.150485108940165e-05;-6.920111369256177e-05
1743069032.7733748;9.556192777197448e-05;3.8506671938954564e-05;6.320762731253907e-05
1743069032.9508567;6.320075389045874e-07;-3.519883367091383e-08;-2.7120872862048036e-08
1743069033.1201823;7.567483392618109e-05;0.0002402377732657239;0.0005821404963986443
1743069033.288557;-0.00017830901254955705;-0.00028741359480709695;-0.0006634587781578458
1743069033.4586592;0.0002460981123390759;0.00028093462380822653;0.0006288284475940996
1743069033.6306212;-0.0002427713816697708;-0.00027805469823562087;-0.000622351409986232
1743069033.8038208;0.000499440456049674;0.0005613564315908411;0.0012903333853631356
1743069033.9919035;1.8950257740322639e-06;2.599629271264694e-06;6.867835674517516e-06
1743069034.1657472;-2.0503898893701466e-06;-1.8228930188171795e-06;-4.306707133674646e-06
1743069034.3393464;-0.0004928179084800566;-0.000559014589100819;-0.0012866597419059953
1743069034.5248733;0.00046084170643407874;0.0005230791335204879;0.0012039851578337106
1743069034.710291;-0.00040064191355823343;-0.0005139477201264355;-0.001201494611495715
1743069034.8987062;-6.246626899502734e-05;-1.2775494661929008e-05;-1.0431499533213772e-05
1743069035.092832;0.00044512331263744405;0.0005056329045514385;0.0011633736639054676
1743069035.2820299;-1.548644122852461e-06;-2.3747859322201455e-06;-6.297903591914543e-06
1743069035.4737458;-0.00029263042004823626;-0.0002571255810317877;-0.0005889019570140987
1743069035.6627264;0.0002983854623359791;0.00026334391444951045;0.0006040763252625841
1743069036.0319128;-0.00015286083851428657;-0.00013478339825766182;-0.0003092658256563726
1743069036.0344622;-0.006538458684341968;-0.01652147102075954;-0.039420431839917086
1743069036.2247255;-6.19200736221602e-05;-1.2674294200153235e-05;-1.0250073804611806e-05
1743069036.4157758;0.00045015054631558285;0.0005113060049391788;0.001176153901488779
1743069036.6088023;2.709261167820453e-07;-2.5234400284515995e-07;-1.1430476222359898e-06
1743069036.8078423;1.4318125796980653e-06;2.343686579520139e-06;6.249601863239533e-06
1743069037.001583;-0.00038510473599851267;-0.0004941546978408293;-0.001155564183984726
1743069037.1956847;0.0003829757073827152;0.0004909277426553633;0.0011472257521125146
1743069037.387639;-0.000292249755782179;-0.0002568026837308008;-0.0005881480301415334
1743069037.577337;-0.00015808001643965105;-0.00025518845300480174;-0.0005890387900686721
1743069037.764019;0.00016058855580769214;0.00025952162605575116;0.0005988601782520343
1743069037.9578874;-0.0001547245665637891;-0.00024987004466245474;-0.00057660432404522
1743069038.1564083;5.939825687974823e-05;1.2125649067426784e-05;9.906775326938492e-06
1743069038.3536208;9.229499539767438e-05;0.00023322154262693463;0.0005565719517318162
1743069038.5495338;0.00028644520636270733;0.000251735727679581;0.000576533942820214
1743069038.7464323;-0.0004372286241416888;-0.0004960690014433151;-0.001140562278824778
1743069038.941834;0.0001536049011612359;0.0002476797466101059;0.0005717193839158922
1743069039.1364968;0.00028813874941204106;0.0002532847532830791;0.0005800876870061866
1743069039.334017;1.5386995946403546e-08;-6.715060286968575e-08;-1.6882664922373272e-07
1743069039.5357246;1.4093573683137918e-06;2.318237972570487e-06;6.184864503925694e-06
1743069039.7470222;-0.000405788634504193;-0.0004617148702978458;-0.001063049927993972
1743069039.9553697;0.0001410424607525085;0.00022981674918569415;0.0005310371006809161
1743069040.1581178;-0.00014487568878656675;-0.0002361053736344973;-0.0005455687078884765
1743069040.3681998;5.31338902838808e-05;8.760133431313203e-06;3.744084550578668e-06
1743069040.6088283;-4.8950254146692e-05;-1.0002949438765287e-05;-8.08362952239765e-06
1743069040.81913;0.00040942084026575115;0.0004646832544022122;0.00106838735760722
1743069041.0245695;-0.0004160515953388667;-0.0004728591696807282;-0.0010878805053436815
1743069041.2483196;0.0003820920662730701;0.00043418570099231543;0.0009988928295583694
1743069041.4596865;-0.00026540712400770466;-0.00023307130762161092;-0.000533931370493641
1743069041.6670964;0.0002702740072974284;0.00023774157458398843;0.0005451517282795343
1743069041.8724687;-0.0003616298289960972;-0.0004642285972181321;-0.0010852170732428177
1743069042.083181;-5.598031255290806e-05;-1.1379425445932118e-05;-9.22168541455848e-06
1743069042.296583;2.9832732988911915e-06;2.579623743714064e-06;5.251995173717854e-06
1743069042.5087402;0.00013842007118914078;0.0002254520115830416;0.0005211117547727892
1743069042.7299402;-0.00013298682139764172;-0.00021638677460362066;-0.0005001470389977092
1743069042.9454205;0.0003978142055980394;0.00045247665383772024;0.0010416805330827944
1743069043.1733189;-1.2869836076157254e-10;3.8442434323617897e-10;5.052998815188623e-11
1743069043.3906734;-1.3620490138639472e-06;-2.0097832382340553e-06;-5.339546559115268e-06
1743069043.6145437;-0.0003845569441837;-0.00043653954463027204;-0.001003637179039446
1743069043.8368363;5.297188190498438e-05;1.0863485287088462e-05;8.90602200761922e-06
1743069044.0581093;0.00033611821954560196;0.0004314592383730417;0.0010085982852335025
1743069044.285069;-4.454223451924737e-10;9.529318555914052e-10;1.2700677776659808e-09
1743069044.5027623;-0.0003952751853367123;-0.00044890192456280574;-0.0010325475703700131
1743069044.7228563;5.353355838290886e-05;1.0913620723156633e-05;8.78044569730938e-06
1743069044.942828;0.00033784969602165766;0.00043327644328110807;0.001012455722010645
1743069045.1615555;-0.00033969327419135876;-0.0004357292082901075;-0.0010180977929259273
1743069045.3844233;8.172179218790518e-05;0.0002063430411387617;0.0004923986528033989
1743069045.605544;-0.00013290442453311934;-0.00021628392997353045;-0.0004998950128464766
1743069045.8277297;-2.765955589759777e-06;-2.54851301463331e-06;-5.214720698712125e-06
1743069046.0513558;0.0003863366113411831;0.00043896941914618;0.0010099206046793546
1743069046.2718012;-0.000255817094682696;-0.00022553887398980507;-0.0005173802585870708
1743069046.49125;0.00025700572879596865;0.00022668648352045689;0.000520071093450538
1743069046.7201557;-7.367690396974088e-10;8.2096280633856e-10;9.045059129569174e-10
1743069046.943578;-0.0003338304212780817;-0.00042863818390386833;-0.0010022047192842453
1743069047.1672668;0.00033202883487602026;0.00042632391819396145;0.000996575136959608
1743069047.3938072;-7.079192992665397e-10;8.485294832162078e-10;8.752523204620282e-10
1743069047.6191235;-0.00037913104564254167;-0.0004313147142216338;-0.0009927104547931772
1743069047.8529701;0.00036516664605503704;0.00041543145778130257;0.0009561516185164718
1743069048.0823982;-7.117232048417532e-10;8.343842443253785e-10;8.447032906623274e-10
1743069048.3171334;-0.0002387046574054462;-0.0002102480370483832;-0.0004819357444888624
1743069048.548241;-7.881412763156373e-05;-0.00019899107319550096;-0.00047484494949295115
1743069048.7772913;1.4328166432578691e-08;1.0060395545486623e-09;1.550635731643126e-09
1743069049.0062392;6.713226697582913e-09;3.9821549538631985e-10;6.362273465694659e-10
1743069049.2382402;0.00032144012430983173;0.0004128014284457852;0.0009651656547236093
1743069049.4739082;-0.0003664071153929208;-0.000416720364355325;-0.000958757258569252
1743069049.7085102;0.00036702410607798795;0.00041689651074191484;0.0009584354266168215
1743069049.9519653;-0.00035360019373809943;-0.00040147596160139615;-0.0009229916954482316
1743069050.2043886;4.670007712531138e-05;9.554318802153747e-06;7.820328274344477e-06
1743069050.443182;0.0003112161320658349;0.00039933429694725286;0.0009330277500813607
1743069050.7024403;-1.7917300223288876e-07;6.70595245350729e-08;5.564920418482277e-07
1743069050.9478633;-0.000350668154055074;-0.0003985743057910208;-0.0009167275130895046
1743069051.1950307;0.00034924682503175737;0.0003970742540964247;0.0009134850550791845
1743069051.4461641;-0.00022447771429752377;-0.00019819503309479223;-0.00045450858463508113
1743069051.7022836;0.00022012100902243296;0.00019434782357934243;0.0004456843670468353
1743069051.9641345;-0.0003297689876309875;-0.0003749030954173986;-0.0008624717358996486
1743069052.2126577;0.13185075980998576;0.00023872982943073836;0.001084152099542824
1743069052.4569457;1.2275476854264633;-0.0005507057571165784;-0.020488074927178374
1743069052.7045908;0.0007968013696142809;-0.00010572963461611246;-0.03220044577868587
1743069052.9553761;0.002708438993893714;-0.0002985030611815779;-0.0785533306071517
1743069053.2158306;-0.006354084049512302;-0.0005555408610173414;0.1712373765278061
1743069053.465486;0.0014275982257005739;-0.00012585382056173343;-0.07008616971602041
1743069053.73538;-0.0061762730148588576;-0.002415359887373345;0.09250533861368437
1743069053.994547;1.434252503751847;-0.0035882574051462396;-0.17768421093555134
1743069054.2525485;-0.02287496404019081;-0.00439000801746335;0.33400468320849563
1743069054.5221;0.0020547955352899386;-0.0014278952010184504;-0.013553886469411195
1743069054.7797906;-0.025058513761940238;-0.011416497072868086;-0.0771460824647255
1743069055.038603;-0.2515923312199301;0.002219152711854162;-0.36612689008690813
1743069055.2990615;-0.30705622533949556;0.00433747275930601;0.03822991330469983
1743069055.5549848;0.0880838922094977;-0.006601965194868159;0.3328008698117286
1743069055.8144333;0.0838666153419318;-0.002333966038127468;-0.28002912474821307
1743069056.0800383;0.43235638005052973;-0.01871548242385203;0.10541771829216366
1743069056.3504474;-0.022686629360594127;0.00752887103600573;0.019269124295228257
1743069056.6160028;-0.6985035728819231;0.008214465340664806;0.13180159101276012
1743069056.8776207;-1.925421951510731;0.029306202528307287;-0.1273366425324123
1743069057.136562;-0.06479837241633205;0.0007595407108003243;0.009401962222231074
1743069057.3984778;-0.029409694601744977;0.0003443683083444146;0.0019467445711228394
1743069057.6742055;0.08029410949215543;-0.0009447393350838752;-0.009062189387750384
1743069057.9426904;-0.028931472241661912;0.00033859230001250076;0.0035935876342754825
1743069058.2118707;-0.03046597815225626;0.0003534797832650078;0.003277260760107961
1743069058.4801738;0.04953396038567385;-0.000588201356919084;-0.005615966485991069
1743069058.7621589;-0.033437165735702816;0.0003924766183831997;0.003667952065194504
1743069059.0375504;0.020223453220820784;-0.0002388555797123242;-0.0022449929648682408
1743069059.3185337;-0.004085912441892557;4.929709582675182e-05;0.0003734509876517198
1743069059.6048396;0.002856367215252703;4.444819421760189e-05;2.4800296806196485e-05
1743069059.896705;-3.2209189942942887e-07;-3.8454308902246825e-07;9.878060162409236e-07
1743069060.1718864;-2.250190299590415e-08;-9.709771922840259e-09;7.920942846240588e-09
1743069060.4419992;-2.1341972693021706e-08;-8.460412223055818e-09;4.831544041612879e-09
1743069060.719226;-3.7944418446050515e-06;-8.458478918421382e-06;-7.914820768994569e-06
1743069060.9909372;4.72113376572336e-06;6.462710713952752e-06;8.867854779993e-06
