timestamp;robot_imu_accelerometer;robot_imu_gyroscope;robot_linear_velocity;robot_angular_velocity;battery_percentage
1743584764;0,154426|-0,123301|10,041282;0,000133|0,000266|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584764;0,150835|-0,127491|10,041881;0,001332|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584764;0,141258|-0,123900|10,044873;0,000000|0,000266|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584764;0,135871|-0,138864|10,057443;0,000133|-0,000133|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584764;0,141856|-0,127491|10,034100;0,000266|0,000799|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584764;0,153827|-0,128090|10,049662;0,000133|-0,000266|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,146645|-0,129885|10,034100;-0,000799|-0,001065|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,158017|-0,131083|10,042479;0,000000|-0,000533|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,154426|-0,130484|10,027515;-0,000399|-0,000133|0,000932;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,161010|-0,141856|10,028113;-0,000533|0,001198|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,155025|-0,133477|10,035296;-0,000266|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,140659|-0,137667|10,029909;0,000666|0,000932|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,155623|-0,126294|10,031705;-0,000133|0,000266|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,150835|-0,125097|10,047267;0,000000|-0,000399|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,155623|-0,133477|10,036493;0,000000|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584765;0,151433|-0,123900|10,033501;0,000000|0,000533|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,153827|-0,132878|10,031705;-0,000533|-0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,155025|-0,128090|10,040085;0,000266|0,000000|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,148441|-0,134674|10,032304;0,000133|0,000533|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,157419|-0,137068|10,040683;0,000133|0,000000|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,149638|-0,137068|10,038888;-0,000266|-0,000533|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,148441|-0,141258|10,031106;0,000266|-0,000533|0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,153827|-0,132878|10,037092;-0,000266|0,000000|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,153827|-0,127491|10,049662;0,000000|-0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,158017|-0,130484|10,037092;0,000666|0,000000|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584766;0,149638|-0,131681|10,044873;0,000266|0,000133|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,150236|-0,132878|10,036493;-0,000133|-0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,152032|-0,129885|10,026318;0,000133|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,147842|-0,123900|10,043676;0,000133|-0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,158017|-0,132280|10,046070;0,000000|0,000666|0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,143652|-0,131083|10,037690;-0,000399|0,000399|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,150236|-0,119710|10,035894;0,000000|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,144849|-0,128688|10,025720;-0,000799|-0,000666|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,153827|-0,136469|10,028712;0,000000|-0,000266|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,133477|-0,126294|10,044274;0,000666|-0,000666|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584767;0,144251|-0,125097|10,029311;0,000666|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,147243|-0,120907|10,032902;-0,000133|0,000799|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,146046|-0,119112|10,049662;-0,000799|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,158017|-0,131681|10,026318;0,000266|0,000533|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,148441|-0,118513|10,037092;0,000000|-0,000399|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,155623|-0,129287|10,023924;0,000799|0,000000|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,138864|-0,121506|10,040085;0,000266|-0,000399|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,151433|-0,126893|10,024523;0,000000|0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,143054|-0,127491|10,031705;0,000399|0,000000|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,149638|-0,125097|10,029909;0,000133|0,000799|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584768;0,147842|-0,125097|10,021529;0,000000|-0,000133|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,162806|-0,131083|10,034100;-0,000133|-0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,149638|-0,134075|10,034698;-0,000799|0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,152630|-0,128090|10,041282;-0,000799|0,000932|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,156222|-0,125097|10,033501;-0,000799|0,000000|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,157419|-0,126893|10,037690;0,000000|0,000000|-0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,145448|-0,128688|10,036493;-0,000133|-0,000932|0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,161010|-0,128090|10,038289;0,001465|0,000399|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,144251|-0,127491|10,041282;0,000932|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,147243|-0,125696|10,032304;-0,000266|0,000133|0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584769;0,154426|-0,137068|10,039486;0,000266|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,147842|-0,137667|10,038289;0,001332|0,000666|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,162207|-0,132878|10,024523;0,000533|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,149638|-0,137667|10,037690;0,000399|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,155025|-0,131083|10,055048;0,000000|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,148441|-0,123900|10,037092;0,000133|0,000000|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,150835|-0,132280|10,046070;-0,000266|-0,000932|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,157419|-0,117914|10,029909;0,000133|0,000133|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,155623|-0,134674|10,019734;0,000133|0,000666|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,171784|-0,125696|10,049662;-0,000399|0,000666|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584770;0,158616|-0,125097|10,042479;0,000000|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,149039|-0,135272|10,032304;-0,000266|-0,000266|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,137667|-0,122703|10,032902;0,000000|0,000399|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,159813|-0,127491|10,031106;-0,000133|0,000266|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,150835|-0,130484|10,033501;-0,000666|0,000000|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,147243|-0,119112|10,037690;0,000000|-0,000399|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,146645|-0,125097|10,038289;0,000133|0,000799|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,150835|-0,136469|10,041881;0,000000|-0,000932|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,143054|-0,131681|10,037092;0,000533|0,000799|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,149039|-0,128090|10,041282;-0,000133|-0,000133|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584771;0,148441|-0,126893|10,028113;0,000399|0,000533|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,158017|-0,122703|10,043676;0,000000|0,000133|-0,000932;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,146046|-0,128688|10,046070;-0,000399|-0,001332|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,160412|-0,123900|10,041881;-0,000133|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,145448|-0,133477|10,035894;0,000666|-0,000533|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,150236|-0,136469|10,023924;0,000666|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,152032|-0,135272|10,041282;-0,000533|0,000266|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,147842|-0,140659|10,043676;0,000133|0,000266|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,151433|-0,141856|10,047866;-0,000133|-0,000133|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,147243|-0,138265|10,025121;-0,000266|-0,000133|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584772;0,161609|-0,131681|10,041881;-0,000399|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,147243|-0,126294|10,028113;0,000533|-0,000932|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,153827|-0,135871|10,032304;0,000266|0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,147243|-0,138265|10,044873;-0,000799|-0,001065|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,164601|-0,132280|10,032902;0,000000|-0,000266|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,153229|-0,131083|10,035296;0,000399|-0,000533|-0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,160412|-0,134674|10,046669;0,000000|-0,000666|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,156820|-0,132878|10,026318;0,000533|0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,149039|-0,137068|10,036493;-0,000533|-0,000399|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,152630|-0,122104|10,037690;0,000266|0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584773;0,161010|-0,129885|10,050260;-0,000133|0,000000|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,152630|-0,126294|10,043676;-0,000399|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,143652|-0,121506|10,047267;-0,000399|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,152032|-0,126294|10,038289;0,000399|0,000399|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,156222|-0,132280|10,049662;-0,000799|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,150835|-0,133477|10,044274;0,000266|0,000399|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,147243|-0,117914|10,034100;0,000799|0,001332|0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,150835|-0,132878|10,037690;0,000133|0,000000|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,152630|-0,119710|10,034100;0,000266|-0,000266|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,149638|-0,138864|10,035894;-0,000399|0,000399|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584774;0,144849|-0,137667|10,035894;-0,000266|0,000533|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,158017|-0,135272|10,048465;-0,000533|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,151433|-0,117316|10,030508;0,000000|-0,000533|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,145448|-0,126294|10,030508;0,000266|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,156820|-0,135272|10,047866;-0,001332|0,000000|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,147842|-0,139462|10,042479;0,000133|-0,000399|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,152630|-0,131681|10,032902;0,000266|-0,000666|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,146046|-0,128688|10,037690;0,000533|0,000533|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,151433|-0,122104|10,035296;0,000133|-0,000666|-0,000932;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,148441|-0,128688|10,036493;0,000000|0,000266|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584775;0,142455|-0,134075|10,024523;0,000666|-0,000533|0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,151433|-0,137068|10,022727;-0,000666|0,000666|0,000932;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,161010|-0,131681|10,039486;0,000799|-0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,164003|-0,131681|10,046669;0,000266|-0,000266|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,162207|-0,140659|10,042479;-0,000133|-0,000266|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,155623|-0,128688|10,038888;0,000533|0,000266|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,161010|-0,130484|10,030508;-0,000266|0,000799|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,153229|-0,127491|10,043676;0,000000|-0,000266|-0,000666;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,143652|-0,123900|10,020332;-0,000266|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,147243|-0,125696|10,034100;-0,001598|0,000666|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584776;0,146645|-0,135272|10,031106;0,000000|-0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,164601|-0,137667|10,041282;0,000133|0,000932|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,150835|-0,124498|10,028113;0,000266|-0,000666|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,143652|-0,134674|10,032902;0,000000|-0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,153229|-0,129287|10,040085;-0,000533|0,000666|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,151433|-0,134674|10,055647;-0,000266|0,000799|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,149638|-0,128090|10,038289;0,000399|-0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,153229|-0,116717|10,049662;0,000799|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,145448|-0,120309|10,049063;0,000399|-0,000133|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,146645|-0,126893|10,038289;0,000133|0,000399|-0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584777;0,146046|-0,128688|10,018537;0,000000|0,000133|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,152032|-0,126893|10,030508;-0,000133|0,000266|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,147243|-0,126893|10,037092;-0,000266|0,000533|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,153827|-0,134674|10,033501;0,000533|-0,000266|-0,001465;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,158017|-0,125097|10,034100;0,000000|-0,000799|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,159813|-0,126893|10,052055;-0,000133|0,000133|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,152032|-0,136469|10,018537;0,000000|-0,000266|0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,149039|-0,129287|10,035296;0,000133|0,000533|-0,000799;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,155623|-0,129885|10,041282;-0,000266|0,000399|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,155025|-0,132878|10,034100;0,000533|0,000666|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584778;0,157419|-0,129287|10,044274;0,000000|-0,000533|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,151433|-0,129287|10,038289;-0,000399|0,000399|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,147842|-0,134674|10,032902;0,000000|-0,001065|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,143054|-0,136469|10,033501;0,000133|0,000266|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,147842|-0,131681|10,026318;0,000000|0,000266|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,158017|-0,128090|10,049063;-0,001332|-0,000399|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,152630|-0,124498|10,040683;0,000000|0,000666|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,141856|-0,126893|10,036493;0,000533|0,000000|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,150835|-0,134075|10,044274;0,000799|0,000666|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,152630|-0,126294|10,043676;-0,000133|0,000533|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584779;0,156820|-0,128090|10,040085;0,000000|-0,000399|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,146645|-0,119112|10,031705;-0,000266|-0,000799|0,000266;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,145448|-0,125696|10,048465;-0,000932|0,000266|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,156820|-0,125696|10,037690;0,000399|0,000533|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,153229|-0,123301|10,034698;0,000266|-0,000799|0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,153229|-0,126294|10,033501;0,000266|-0,000133|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,136469|-0,136469|10,029909;0,000266|-0,000799|0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,146046|-0,137068|10,034100;0,000000|-0,000133|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,146046|-0,126893|10,042479;-0,000799|-0,000133|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,157419|-0,123900|10,035894;0,000533|-0,000399|-0,000533;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584780;0,149638|-0,131681|10,037690;0,000399|0,001065|0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584781;0,147842|-0,127491|10,032304;-0,000399|-0,001065|-0,000399;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584781;0,151433|-0,126893|10,047866;0,000000|0,000000|-0,000133;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584781;0,148441|-0,122703|10,023924;0,000000|0,001198|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
1743584781;0,151433|-0,130484|10,032304;-0,000266|-0,000133|0,000000;-0,000000|0,000000|0,000000;0,000000|0,000000|-0,000000;74,000000;
